
"Banco de México"

"Balanza de pagos"
"Ingresos por Remesas"

"Fecha de consulta: 14/05/2022 10:58:21"

""

"Título","Remesas Familiares, Total","Remesas Familiares, Money Orders","Remesas Familiares, Cheques Personales","Remesas Familiares, Transferencias Electrónicas","Remesas Familiares, Efectivo y Especie","Remesas Familiares, Total","Remesas Familiares, Money Orders","Remesas Familiares, Cheques Personales","Remesas Familiares, Transferencias Electrónicas","Remesas Familiares, Efectivo y Especie","Remesas Familiares, Promedio Total","Remesas Familiares, Promedio Money Orders","Remesas Familiares, Promedio Cheques Personales","Remesas Familiares, Promedio Transferencias Electrónicas","Remesas Familiares, Promedio Efectivo y Especie"
01/10/1997,421.6681,159.8338,6.4851,233.0450,22.3043,1329.1520,419.6790,3.6490,871.5990,34.2240,317.0000,381.0000,1777.0000,267.0000,652.0000
01/11/1997,343.4307,108.2239,6.4293,185.5544,43.2232,1087.1680,309.8970,3.6180,713.3110,60.3430,316.0000,349.0000,1777.0000,260.0000,716.0000
01/12/1997,379.7550,123.0781,6.3740,196.5229,53.7800,1224.4140,329.0530,3.5870,771.4020,120.3720,310.0000,374.0000,1777.0000,255.0000,447.0000
01/01/1998,382.5317,111.8904,4.7625,215.7764,50.1024,1274.6180,340.8430,6.7870,856.9140,70.0730,300.0000,328.0000,702.0000,252.0000,715.0000
01/02/1998,366.3982,103.0103,3.5756,222.9982,36.8141,1244.2260,311.4230,5.1970,876.1180,51.4880,294.0000,331.0000,688.0000,255.0000,715.0000
01/03/1998,427.1949,122.9946,3.6700,263.8631,36.6673,1466.7730,365.5410,5.2350,1044.7140,51.2830,291.0000,336.0000,701.0000,253.0000,715.0000
01/04/1998,439.9950,161.1573,5.1911,240.2355,33.4111,1450.6730,452.3890,6.7590,944.7970,46.7290,303.0000,356.0000,768.0000,254.0000,715.0000
01/05/1998,520.3739,170.0546,6.6678,297.5722,46.0794,1827.4690,534.6440,8.6810,1219.6970,64.4470,285.0000,318.0000,768.0000,244.0000,715.0000
01/06/1998,503.4876,193.0901,5.2530,272.6981,32.4464,1737.8140,609.1220,6.8390,1076.4730,45.3800,290.0000,317.0000,768.0000,253.0000,715.0000
01/07/1998,494.3256,179.7522,5.5211,279.5321,29.5202,1681.9470,527.4190,7.1880,1106.0520,41.2870,294.0000,341.0000,768.0000,253.0000,715.0000
01/08/1998,486.6070,169.7849,5.2986,281.5542,29.9693,1704.2720,514.0000,6.8990,1141.4590,41.9150,286.0000,330.0000,768.0000,247.0000,715.0000
01/09/1998,476.2905,161.8645,5.3890,278.9671,30.0700,1677.7190,491.4590,7.0160,1137.1870,42.0560,284.0000,329.0000,768.0000,245.0000,715.0000
01/10/1998,454.6739,153.3686,5.1770,273.8239,22.3043,1619.8200,465.6630,6.7400,1116.2220,31.1950,281.0000,329.0000,768.0000,245.0000,715.0000
01/11/1998,460.6924,148.2942,5.4090,263.7660,43.2232,1592.9720,450.2560,7.0420,1075.2210,60.4520,289.0000,329.0000,768.0000,245.0000,715.0000
01/12/1998,614.2710,195.4510,5.5800,359.4600,53.7800,2141.2280,593.4350,7.2650,1465.3110,75.2170,287.0000,329.0000,768.0000,245.0000,715.0000
01/01/1999,399.6423,95.5724,2.9452,249.6218,51.5029,1356.7840,247.8590,4.2370,1032.6560,72.0320,295.0000,386.0000,695.0000,242.0000,715.0000
01/02/1999,388.8511,88.3360,1.9428,263.6260,34.9462,1390.1240,242.7860,2.0270,1096.4360,48.8760,280.0000,364.0000,959.0000,240.0000,715.0000
01/03/1999,464.8977,112.8963,2.8645,313.6372,35.4997,1638.3060,282.7960,3.6790,1302.1810,49.6500,284.0000,399.0000,779.0000,241.0000,715.0000
01/04/1999,469.1828,110.6934,2.9630,324.8874,30.6391,1650.7960,278.6530,4.4770,1324.8140,42.8520,284.0000,397.0000,662.0000,245.0000,715.0000
01/05/1999,571.5620,140.8904,3.4150,386.0710,41.1856,2082.8100,378.6630,4.6980,1641.8470,57.6020,274.0000,372.0000,727.0000,235.0000,715.0000
01/06/1999,521.9225,141.4545,5.8997,346.7998,27.7685,1829.7270,363.1950,5.6950,1421.9990,38.8370,285.0000,389.0000,1036.0000,244.0000,715.0000
01/07/1999,506.6642,132.1972,6.0676,337.8800,30.5193,1781.5130,337.4300,6.2000,1394.5320,43.3510,284.0000,392.0000,979.0000,242.0000,704.0000
01/08/1999,532.0997,145.0551,5.7025,350.3584,30.9837,1852.9970,350.6450,6.2000,1452.1410,44.0110,287.0000,414.0000,920.0000,241.0000,704.0000
01/09/1999,490.4829,131.4046,5.4602,322.5303,31.0877,1748.8120,331.6710,6.2000,1366.7820,44.1590,280.0000,396.0000,881.0000,236.0000,704.0000
01/10/1999,474.5069,114.4552,4.6257,332.3668,23.0592,1779.5740,292.5730,5.2300,1449.0160,32.7550,267.0000,391.0000,884.0000,229.0000,704.0000
01/11/1999,502.0073,112.5269,4.4857,340.3085,44.6862,1821.2080,276.1450,4.9260,1476.6630,63.4750,276.0000,407.0000,911.0000,230.0000,704.0000
01/12/1999,587.7353,122.8688,4.8354,366.9473,93.0837,2004.6550,297.2160,5.2970,1619.4040,82.7380,293.0000,413.0000,913.0000,227.0000,1125.0000
01/01/2000,456.2456,108.3258,0.6069,294.7799,52.5330,1236.0250,273.1960,1.4360,890.1140,71.2790,369.0000,397.0000,423.0000,331.0000,737.0000
01/02/2000,447.1870,104.2078,0.4648,306.5198,35.9946,1235.9960,259.3160,0.6260,929.9660,46.0880,362.0000,402.0000,743.0000,330.0000,781.0000
01/03/2000,494.4502,117.0774,1.0388,339.7692,36.5647,1384.8290,310.7850,1.3390,1020.7670,51.9390,357.0000,377.0000,776.0000,333.0000,704.0000
01/04/2000,498.8308,116.7947,0.7745,349.3970,31.8646,1391.4770,308.0720,1.4240,1037.4140,44.5660,358.0000,379.0000,544.0000,337.0000,715.0000
01/05/2000,590.7496,152.1522,0.7745,395.4018,42.4211,1679.4430,407.5260,1.4240,1212.0610,58.4310,352.0000,373.0000,544.0000,326.0000,726.0000
01/06/2000,541.5775,136.3405,0.7745,375.5832,28.8792,1482.5470,348.4030,1.4240,1095.2150,37.5050,365.0000,391.0000,544.0000,343.0000,770.0000
01/07/2000,557.5980,110.2178,0.7080,414.8139,31.8583,1542.5130,277.0700,1.3160,1230.7460,33.3820,361.0000,398.0000,538.0000,337.0000,954.0000
01/08/2000,608.0612,138.2823,0.7080,436.9070,32.1640,1655.5800,329.8940,1.3160,1278.6830,45.6880,367.0000,419.0000,538.0000,342.0000,704.0000
01/09/2000,568.5493,124.6318,0.7080,410.9375,32.2720,1605.2470,310.9200,1.3160,1247.1700,45.8410,354.0000,401.0000,538.0000,329.0000,704.0000
01/10/2000,559.5235,106.6314,0.6775,428.4719,23.7427,1665.1790,263.0360,1.2320,1340.0910,60.8200,336.0000,405.0000,550.0000,320.0000,390.0000
01/11/2000,583.1218,104.7031,0.6775,431.3527,46.3885,1492.1980,246.6080,1.2320,1178.4650,65.8930,391.0000,425.0000,550.0000,366.0000,704.0000
01/12/2000,666.8485,115.0450,0.6775,458.0423,93.0837,1628.0010,267.6790,1.2320,1276.3520,82.7380,410.0000,430.0000,550.0000,359.0000,1125.0000
01/01/2001,654.9820,71.5006,1.7057,554.2757,27.5000,2061.0180,159.5570,2.0440,1857.1090,42.3080,318.0000,448.0000,835.0000,298.0000,650.0000
01/02/2001,637.6737,55.0787,0.9570,557.4381,24.2000,2073.5440,138.4410,0.8970,1896.9750,37.2310,308.0000,398.0000,1067.0000,294.0000,650.0000
01/03/2001,718.0550,72.7622,0.6377,620.4551,24.2000,2247.5150,177.9250,0.4240,2031.9350,37.2310,319.0000,409.0000,1505.0000,305.0000,650.0000
01/04/2001,734.8058,90.6161,0.1146,633.2468,10.8283,2323.7670,217.7190,0.1990,2081.4830,24.3660,316.0000,416.0000,575.0000,304.0000,444.0000
01/05/2001,798.2438,80.6416,1.2052,700.0534,16.3436,2569.3460,184.1290,0.8720,2349.4670,34.8770,311.0000,438.0000,1382.0000,298.0000,469.0000
01/06/2001,747.8370,67.3577,1.2052,668.2741,11.0000,2347.1690,153.8520,0.8720,2167.7530,24.6910,319.0000,438.0000,1382.0000,308.0000,446.0000
01/07/2001,796.5951,77.8116,0.7000,702.8794,15.2042,2423.8740,185.7080,0.8530,2203.8980,33.4160,329.0000,419.0000,821.0000,319.0000,455.0000
01/08/2001,789.3075,60.0000,0.7000,708.8251,19.7824,2414.3770,143.1980,0.8530,2226.8490,43.4780,327.0000,419.0000,821.0000,318.0000,455.0000
01/09/2001,772.0803,52.5214,0.7000,707.8588,11.0000,2324.1470,125.3490,0.8530,2173.7690,24.1760,332.0000,419.0000,821.0000,326.0000,455.0000
01/10/2001,792.8295,60.8004,0.7000,708.4849,22.8442,2440.3010,145.1080,0.7500,2244.2360,50.2070,325.0000,419.0000,933.0000,316.0000,455.0000
01/11/2001,693.8224,49.0163,0.7504,619.2963,24.7594,2158.4310,116.9840,0.7800,1986.2500,54.4160,321.0000,419.0000,962.0000,312.0000,455.0000
01/12/2001,759.0318,65.1815,0.8025,602.4451,90.6027,2360.7850,155.5640,0.8400,2026.7290,177.6520,322.0000,419.0000,955.0000,297.0000,510.0000
01/01/2002,711.0430,65.3890,1.7820,615.3270,28.5450,2225.2020,151.3230,2.1150,2030.3340,41.4300,320.0000,432.0000,843.0000,303.0000,689.0000
01/02/2002,718.8650,55.8040,1.0000,637.0140,25.0470,2262.8290,133.6360,0.9290,2088.8200,39.4440,318.0000,418.0000,1076.0000,305.0000,635.0000
01/03/2002,744.5270,62.0450,0.6720,650.1850,31.6250,2301.4910,144.6160,0.4450,2106.6270,49.8030,323.0000,429.0000,1510.0000,309.0000,635.0000
01/04/2002,805.8720,66.3740,0.7390,720.9460,17.8130,2496.5170,165.4130,0.7750,2302.2780,28.0510,323.0000,401.0000,954.0000,313.0000,635.0000
01/05/2002,912.2050,69.6060,0.1260,820.5280,21.9450,2765.6560,191.6610,0.1410,2542.7260,31.1280,330.0000,363.0000,894.0000,323.0000,705.0000
01/06/2002,860.0030,57.6570,1.1450,784.7420,16.4590,2514.8310,155.6030,0.9160,2332.9910,25.3210,342.0000,371.0000,1250.0000,336.0000,650.0000
01/07/2002,843.0738,56.3331,0.6650,769.5207,16.5550,2491.2730,154.5260,0.6990,2310.5790,25.4690,338.0000,365.0000,951.0000,333.0000,650.0000
01/08/2002,849.1376,52.6956,0.7018,777.9752,17.7650,2565.9040,149.7030,0.8510,2389.4160,25.9340,331.0000,352.0000,825.0000,326.0000,685.0000
01/09/2002,860.5997,51.9961,0.6610,794.3575,13.5850,2505.3340,141.9070,0.7180,2343.8410,18.8680,344.0000,366.0000,921.0000,339.0000,720.0000
01/10/2002,848.2830,50.9390,0.6000,779.5840,17.1600,2615.0130,121.5730,0.6520,2467.5530,25.2350,324.0000,419.0000,920.0000,316.0000,680.0000
01/11/2002,741.4380,45.5860,0.8500,675.2020,19.8000,2305.5020,108.7970,0.9770,2168.4180,27.3100,322.0000,419.0000,870.0000,311.0000,725.0000
01/12/2002,919.4010,52.0840,1.1200,772.6970,93.5000,2904.2990,161.2500,1.2440,2620.3760,121.4290,317.0000,323.0000,900.0000,295.0000,770.0000
01/01/2003,1051.2547,116.5441,1.2000,914.5116,18.9990,3443.3760,334.4570,1.3000,3079.6190,28.0000,305.0000,348.0000,923.0000,297.0000,679.0000
01/02/2003,979.7597,102.4630,1.3000,855.3717,20.6250,3168.4500,288.7640,1.4000,2847.7300,30.5560,309.0000,355.0000,929.0000,300.0000,675.0000
01/03/2003,1139.1124,130.9429,1.7000,990.5745,15.8950,3717.1090,364.9450,1.8000,3330.0980,20.2660,306.0000,359.0000,944.0000,297.0000,784.0000
01/04/2003,1202.5097,136.0511,1.8217,1048.6370,16.0000,3801.3310,379.1490,1.8630,3399.3190,21.0000,316.0000,359.0000,978.0000,308.0000,762.0000
01/05/2003,1350.9669,170.8914,0.4000,1159.6755,20.0000,4470.8320,483.4250,0.5000,3960.9070,26.0000,302.0000,354.0000,800.0000,293.0000,769.0000
01/06/2003,1351.1707,160.0110,0.0000,1181.6596,9.5000,4205.9580,426.6030,0.0000,3767.3550,12.0000,321.0000,375.0000,0.0000,314.0000,792.0000
01/07/2003,1361.3620,160.5845,0.0000,1180.4055,20.3720,4156.7950,422.4060,0.0000,3707.0430,27.3460,328.0000,380.0000,0.0000,318.0000,745.0000
01/08/2003,1401.2462,154.9001,0.0000,1228.3461,18.0000,4277.5430,391.9630,0.0000,3861.8800,23.7000,328.0000,395.0000,0.0000,318.0000,759.0000
01/09/2003,1365.5085,147.2960,0.0000,1201.2125,17.0000,4259.6730,368.9100,0.0000,3867.7630,23.0000,321.0000,399.0000,0.0000,311.0000,739.0000
01/10/2003,1391.0112,139.1831,0.0000,1239.1281,12.7000,4365.7160,382.1880,0.0000,3966.0110,17.5170,319.0000,364.0000,0.0000,312.0000,725.0000
01/11/2003,1203.7084,114.4891,0.0000,1078.2193,11.0000,3828.2540,301.2450,0.0000,3512.0090,15.0000,314.0000,380.0000,0.0000,307.0000,733.0000
01/12/2003,1341.0761,131.9213,0.0000,1134.6548,74.5000,4290.8990,353.9940,0.0000,3833.0000,103.9050,313.0000,373.0000,0.0000,296.0000,717.0000
01/01/2004,1081.8635,128.4658,0.0000,938.3734,15.0244,3559.8830,335.1800,0.0000,3207.3140,17.3890,304.0000,383.0000,0.0000,293.0000,864.0000
01/02/2004,1171.7737,127.2168,0.0000,1026.5277,18.0292,3763.9680,322.2010,0.0000,3418.3520,23.4150,311.0000,395.0000,0.0000,300.0000,770.0000
01/03/2004,1480.2240,164.2584,0.0000,1303.4372,12.5285,4606.8750,393.3420,0.0000,4196.9390,16.5940,321.0000,418.0000,0.0000,311.0000,755.0000
01/04/2004,1513.5151,163.3316,0.0000,1337.4409,12.7426,4583.3300,399.2480,0.0000,4167.3590,16.7230,330.0000,409.0000,0.0000,321.0000,762.0000
01/05/2004,1770.3978,177.1527,0.0000,1575.8351,17.4100,5588.3790,468.0050,0.0000,5098.7470,21.6270,317.0000,379.0000,0.0000,309.0000,805.0000
01/06/2004,1684.7248,171.2855,0.0000,1500.6967,12.7426,5181.2090,456.3020,0.0000,4708.1840,16.7230,325.0000,375.0000,0.0000,319.0000,762.0000
01/07/2004,1654.3760,161.7648,0.0000,1476.5385,16.0728,4982.5410,386.5120,0.0000,4575.5540,20.4750,332.0000,419.0000,0.0000,323.0000,785.0000
01/08/2004,1786.8078,163.1248,0.0000,1612.2292,11.4538,5451.3030,394.7050,0.0000,5038.0790,18.5190,328.0000,413.0000,0.0000,320.0000,619.0000
01/09/2004,1586.8407,152.2337,0.0000,1424.1306,10.4765,4806.9460,355.8630,0.0000,4437.9050,13.1780,330.0000,428.0000,0.0000,321.0000,795.0000
01/10/2004,1529.9477,152.4291,0.0000,1361.5532,15.9654,4744.8690,362.7740,0.0000,4357.9780,24.1170,322.0000,420.0000,0.0000,312.0000,662.0000
01/11/2004,1506.1644,143.4161,0.0000,1346.7830,15.9654,4666.3200,329.7060,0.0000,4312.4970,24.1170,323.0000,435.0000,0.0000,312.0000,662.0000
01/12/2004,1565.1123,164.9872,0.0000,1324.9251,75.2000,5077.7750,398.9890,0.0000,4569.0050,109.7810,308.0000,414.0000,0.0000,290.0000,685.0000
01/01/2005,1367.5563,142.8181,0.0000,1209.7138,15.0244,4292.1450,331.0190,0.0000,3943.7370,17.3890,319.0000,431.0000,0.0000,307.0000,864.0000
01/02/2005,1428.3770,125.9154,0.0000,1280.4639,21.9977,4426.6200,298.1590,0.0000,4100.1860,28.2750,323.0000,422.0000,0.0000,312.0000,778.0000
01/03/2005,1691.5896,152.3667,0.0000,1526.0638,13.1591,5128.2020,358.2760,0.0000,4752.6570,17.2690,330.0000,425.0000,0.0000,321.0000,762.0000
01/04/2005,1753.3032,141.4395,0.0000,1589.6897,22.1740,5229.6340,326.7460,0.0000,4874.8550,28.0330,335.0000,433.0000,0.0000,326.0000,791.0000
01/05/2005,2057.2773,158.3554,0.0000,1883.4696,15.4523,6365.6310,407.2700,0.0000,5939.3780,18.9830,323.0000,389.0000,0.0000,317.0000,814.0000
01/06/2005,1923.2802,155.8387,0.0000,1755.4414,12.0000,5702.2990,361.7420,0.0000,5325.1720,15.3850,337.0000,431.0000,0.0000,330.0000,780.0000
01/07/2005,1840.3006,144.9324,0.0000,1675.3683,20.0000,5362.1540,322.8780,0.0000,5013.9600,25.3160,343.0000,449.0000,0.0000,334.0000,790.0000
01/08/2005,2059.2229,160.1523,0.0000,1878.6064,20.4642,5937.0030,363.4250,0.0000,5548.6950,24.8830,347.0000,441.0000,0.0000,339.0000,822.0000
01/09/2005,1885.9905,138.2636,0.0000,1732.8538,14.8731,5580.0030,365.4270,0.0000,5195.9380,18.6380,338.0000,378.0000,0.0000,334.0000,798.0000
01/10/2005,1862.2776,135.2340,0.0000,1710.8652,16.1784,5512.9770,299.5700,0.0000,5192.3770,21.0300,338.0000,451.0000,0.0000,329.0000,769.0000
01/11/2005,1886.9538,130.0911,0.0000,1736.0231,20.8397,5542.2040,281.7830,0.0000,5232.5980,27.8230,340.0000,462.0000,0.0000,332.0000,749.0000
01/12/2005,1932.1420,162.4610,0.0000,1688.6810,81.0000,5842.8280,350.6120,0.0000,5389.8140,102.4020,331.0000,463.0000,0.0000,313.0000,791.0000
01/01/2006,1758.3057,130.1507,0.0000,1611.0557,17.0993,5293.9700,283.7730,0.0000,4990.7600,19.4370,332.0000,459.0000,0.0000,323.0000,880.0000
01/02/2006,1823.1898,108.7512,0.0000,1699.2707,15.1678,5364.6480,233.6570,0.0000,5111.0210,19.9700,340.0000,465.0000,0.0000,332.0000,760.0000
01/03/2006,2152.8362,130.6042,0.0000,2005.3921,16.8400,6155.6740,294.9670,0.0000,5838.9140,21.7930,350.0000,443.0000,0.0000,343.0000,773.0000
01/04/2006,2072.7017,100.9622,0.0000,1952.6704,19.0691,5935.5580,219.1840,0.0000,5690.2840,26.0900,349.0000,461.0000,0.0000,343.0000,731.0000
01/05/2006,2534.5990,127.9127,0.0000,2365.5199,41.1665,7286.6100,286.6830,0.0000,6933.1150,66.8120,348.0000,446.0000,0.0000,341.0000,616.0000
01/06/2006,2340.2623,120.8983,0.0000,2186.3497,33.0143,6629.6650,267.0520,0.0000,6293.4960,69.1170,353.0000,453.0000,0.0000,347.0000,478.0000
01/07/2006,2191.6469,106.0077,0.0000,2045.4146,40.2247,6312.8670,229.1570,0.0000,6006.2100,77.5000,347.0000,463.0000,0.0000,341.0000,519.0000
01/08/2006,2334.2835,112.3370,0.0000,2191.5940,30.3524,6624.7160,231.2220,0.0000,6338.8360,54.6580,352.0000,486.0000,0.0000,346.0000,555.0000
01/09/2006,2140.9586,98.6337,0.0000,2017.6445,24.6804,6186.9510,205.4430,0.0000,5931.7090,49.7990,346.0000,480.0000,0.0000,340.0000,496.0000
01/10/2006,2316.5244,120.2124,0.0000,2167.1560,29.1560,6757.4390,219.1290,0.0000,6482.5720,55.7380,343.0000,549.0000,0.0000,334.0000,523.0000
01/11/2006,1962.8020,98.9566,0.0000,1835.5853,28.2601,5726.0630,185.3890,0.0000,5479.2200,61.4540,343.0000,534.0000,0.0000,335.0000,460.0000
01/12/2006,1938.7249,104.2802,0.0000,1776.3068,58.1380,5910.4470,188.9620,0.0000,5601.5500,119.9350,328.0000,552.0000,0.0000,317.0000,485.0000
01/01/2007,1872.9292,102.7903,0.0000,1733.3217,36.8172,5573.1220,187.7760,0.0000,5322.4740,62.8720,336.0000,547.0000,0.0000,326.0000,586.0000
01/02/2007,1856.7782,81.2659,0.0000,1751.3013,24.2110,5450.3520,143.0610,0.0000,5260.6710,46.6200,341.0000,568.0000,0.0000,333.0000,519.0000
01/03/2007,2186.5239,82.4136,0.0000,2073.6296,30.4807,6244.9760,146.8850,0.0000,6037.5310,60.5600,350.0000,561.0000,0.0000,343.0000,503.0000
01/04/2007,2166.5640,75.3586,0.0000,2059.1296,32.0758,6232.2510,129.4970,0.0000,6043.7720,58.9820,348.0000,582.0000,0.0000,341.0000,544.0000
01/05/2007,2411.7694,85.0179,0.0000,2298.8691,27.8824,7160.9810,175.5440,0.0000,6919.7030,65.7340,337.0000,484.0000,0.0000,332.0000,424.0000
